meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00569,Review,2025-09-16,31,3,Here are the key metrics from last week. We have three items on the agenda today. We have three items on the agenda today. This doesn't align with our objectives. The project timeline is on track. This meeting could have been an email. The project timeline is on track. I agree with this approach. It makes sense. This is exactly what we need. Well done. Excellent point. I hadn't considered that. We have three items on the agenda today. We're making great progress on this. Here are the key metrics...,853,21,0.507,0.214,0,1,0.808,10.33,0.893,2,3,3,3.3,0.495,59.8
MTG00570,One-on-One,2025-09-03,22,2,We've discussed this several times already. We're making great progress on this. I'm not sure this is the right approach. Great idea! Let's explore that further. I'll send out the meeting notes later. I appreciate everyone's input today. I appreciate everyone's input today. I agree with this approach. It makes sense. This solution addresses our concerns perfectly. This solution addresses our concerns perfectly. I'm excited about this direction. Let's move forward. We have three items on the agen...,857,20,0.605,0.205,1,1,0.76,11.0,0.897,0,3,2,4.8,0.771,80.6
MTG00571,Decision-Making,2025-10-27,60,4,I'll take the action item to follow up. The deadline for this is next Friday. This meeting could have been an email. Let me share my screen to show the data. The deadline for this is next Friday. That's a really innovative approach. The deadline for this is next Friday. This is exactly what we need. Well done. We're making great progress on this. Let me share my screen to show the data. Let me share my screen to show the data. I think we've reached a good decision here. I'll take the action item...,1059,27,0.529,0.192,1,1,0.627,15.0,0.904,1,0,5,4.0,,69.8
MTG00572,Planning,2025-07-03,59,8,We're going in circles on this topic. I'll send out the meeting notes later. This solution addresses our concerns perfectly. Can everyone see the presentation? Here are the key metrics from last week. Let's move to the next topic. Let me share my screen to show the data. Let me share my screen to show the data. Let's move to the next topic. Great idea! Let's explore that further. We should schedule a follow-up meeting. Let me share my screen to show the data. The deadline for this is next Friday...,1078,27,0.514,0.182,0,1,0.828,7.38,0.909,1,3,2,3.3,0.575,60.6
MTG00573,Retrospective,2025-10-10,53,8,We're making great progress on this. This seems like a waste of time honestly. The project timeline is on track. We should schedule a follow-up meeting. This is exactly what we need. Well done. Here are the key metrics from last week. Let me share my screen to show the data. We're going in circles on this topic. We should have resolved this weeks ago. We should have resolved this weeks ago. We're going in circles on this topic. The deadline for this is next Friday. Let's move to the next topic. ...,1144,29,0.494,0.229,1,1,0.463,6.62,0.886,2,1,2,3.4,0.557,66.7
MTG00574,Status Update,2025-08-27,30,5,I agree with this approach. It makes sense. I'll take the action item to follow up. Excellent point. I hadn't considered that. I'm excited about this direction. Let's move forward. The deadline for this is next Friday. Can everyone see the presentation? This solution addresses our concerns perfectly. We should have resolved this weeks ago. Here are the key metrics from last week. The project timeline is on track. That's a really innovative approach. I think we've reached a good decision here. We...,952,24,0.523,0.207,1,0,0.872,6.0,0.897,2,3,0,4.2,0.535,71.7
MTG00575,Planning,2025-10-02,77,4,Let me share my screen to show the data. I'll take the action item to follow up. This is exactly what we need. Well done. This seems like a waste of time honestly. Let's move to the next topic. Great idea! Let's explore that further. Here are the key metrics from last week. We should schedule a follow-up meeting. We're making great progress on this. Let's move to the next topic. I'll take the action item to follow up. This meeting could have been an email. I appreciate everyone's input today. We...,1567,40,0.487,0.203,1,0,0.486,19.25,0.898,1,3,2,3.3,0.465,61.4
MTG00576,Standup,2025-10-14,8,3,We should schedule a follow-up meeting. I agree with this approach. It makes sense. We have three items on the agenda today. The project timeline is on track. We're going in circles on this topic. The deadline for this is next Friday. I don't think we have enough information to decide. We're going in circles on this topic. We should have resolved this weeks ago. I'll send out the meeting notes later....,403,10,0.408,0.257,1,1,0.579,2.67,0.871,1,5,3,4.0,0.695,75.7
MTG00577,All-Hands,2025-10-17,28,100,The deadline for this is next Friday. I appreciate everyone's input today. That's a really innovative approach. I'll take the action item to follow up. This doesn't align with our objectives. I'm concerned about the timeline here. Let me share my screen to show the data. I'll take the action item to follow up. Let's move to the next topic. The project timeline is on track. I think we've reached a good decision here. The deadline for this is next Friday. Here are the key metrics from last week. T...,865,22,0.46,0.23,0,1,0.576,0.28,0.885,28,1,3,3.0,0.459,48.9
MTG00578,Decision-Making,2025-09-28,37,4,The deadline for this is next Friday. I think we've reached a good decision here. I'll take the action item to follow up. This is exactly what we need. Well done. I disagree with this direction completely. I think we've reached a good decision here. I'll send out the meeting notes later. Excellent point. I hadn't considered that. I'm excited about this direction. Let's move forward. I'm not sure this is the right approach. This seems like a waste of time honestly. I'm excited about this directio...,757,18,0.555,0.222,1,1,0.901,9.25,0.889,2,3,2,4.0,0.647,83.0
MTG00579,Standup,2025-08-23,18,3,We have three items on the agenda today. We're going in circles on this topic. The project timeline is on track. Can everyone see the presentation? Excellent point. I hadn't considered that. I think we've reached a good decision here. I think we've reached a good decision here. I agree with this approach. It makes sense. Great idea! Let's explore that further. I'll send out the meeting notes later. This is exactly what we need. Well done....,442,11,0.678,0.183,1,1,0.783,6.0,0.908,1,4,3,4.7,0.617,84.8
MTG00580,Standup,2025-07-07,40,3,Excellent point. I hadn't considered that. I'll send out the meeting notes later. This is exactly what we need. Well done. I appreciate everyone's input today. I'll send out the meeting notes later. Here are the key metrics from last week. Excellent point. I hadn't considered that. Excellent point. I hadn't considered that. Let's move to the next topic. We have three items on the agenda today. Excellent point. I hadn't considered that. Can everyone see the presentation? The deadline for this is ...,795,20,0.564,0.205,1,1,0.63,13.33,0.898,1,3,3,4.4,0.704,76.5
MTG00581,Brainstorming,2025-08-16,26,7,We have three items on the agenda today. That's a really innovative approach. Can everyone see the presentation? The project timeline is on track. We have three items on the agenda today. I think we've reached a good decision here. We should schedule a follow-up meeting. I'll take the action item to follow up. We should schedule a follow-up meeting. Can everyone see the presentation? We've discussed this several times already. That's a really innovative approach. I think we've reached a good dec...,511,13,0.516,0.21,0,0,0.87,3.71,0.895,1,3,2,3.3,0.49,51.5
